ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,Đếm số cách phân hoạch 1 cây thành 2 cây con có số cạnh cho trước,Đếm số cách phân hoạch 1 cây thành 2 cây rời nhau,"Đếm số cách phân hoạch tập 1, 2, ..., n thành k tập con",Đếm số cây khung của đồ thị khuyên,Đếm số phương án giao hàng từ kho trung tâm (lớn - khó - dùng truy hồi),Đếm số phương án vận chuyển đón-trả,"Đếm số hoán vị của 1, 2, ..., n với ràng buộc về thứ tự",Cho ma trận tìm đồ thị,Tồn tại đồ thị,bậc vô hướng,DFS (copy),xac định đỉnh (copy),Đường đi 2,Đường đi 1,Số lượng đường đi đơn trong đồ thị đầy đủ (4),Insert edge 1,Thuật toán Kruskal,Tính luồng cực đại,Lát cắt cực tiểu,Ly thuyet,Câu hỏi 5,Prim E,Câu hỏi 4,Tính trọng số của cây khung,Tồn tại cây khung,Câu hỏi 3,Câu hỏi 4,Chia kẹo khó - instance 3,Đúng sai về Cây,Câu hỏi 1,Câu hỏi 4,Câu hỏi 5,Câu 1 (copy),Nhận diện topology,"Số lượng dãy tăng, giảm (3)",Permutation 2,"Số lượng lựa chọn lớp trưởng, bí thư (5)",Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Giảm cận,Giảm cận,Giảm cận,Giảm cận,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát
21538,Nhóm 2 - kíp 4,12,42,28.57,Chưa làm,0,Chưa làm,0,0,Chưa làm,0,1,1,1,0,1,1,1,1,0,1,0,0,0,Chưa làm,0,Chưa làm,1,1,Chưa làm,0,Chưa làm,0,Chưa làm,0,Chưa làm,Chưa làm,1,Chưa làm,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0
21539,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,Chưa làm,0,Chưa làm,0,Chưa làm,0,0,1,1,0,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21540,Nhóm 2 - kíp 4,11,42,26.19,0,0,0,0,0,0,0,1,0,1,0,Chưa làm,1,0,0,1,Chưa làm,0,0,0,Chưa làm,1,Chưa làm,1,0,0,0,Chưa làm,0,0,1,0,Chưa làm,1,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0
21541,Nhóm 2 - kíp 4,19,42,45.24,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21542,Nhóm 2 - kíp 4,11,42,26.19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21543,Nhóm 2 - kíp 4,16,42,38.1,Chưa làm,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,Chưa làm,1,1,0,0,Chưa làm,Chưa làm,Chưa làm,1,0,0,1,1,1,1,1,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có
21544,Nhóm 2 - kíp 4,12,42,28.57,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,Chưa làm,Chưa làm,1,0,Chưa làm,0,1,0,Chưa làm,0,0,0,1,1,1,1,0,Chưa làm,0,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
21545,Nhóm 2 - kíp 4,11,42,26.19,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,0,Chưa làm,Chưa làm,1,1,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21546,Nhóm 2 - kíp 4,10,42,23.81,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,Chưa làm,Chưa làm,0,0,0,Chưa làm,Chưa làm,Chưa làm,1,0,0,Chưa làm,0,Chưa làm,1,0,Chưa làm,1,Chưa làm,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có
21547,Nhóm 2 - kíp 4,11,42,26.19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,Chưa làm,0,0,0,Chưa làm,0,Chưa làm,0,1,1,0,1,0,Chưa làm,1,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21548,Nhóm 2 - kíp 4,19,42,45.24,1,0,0,0,0,1,Chưa làm,1,0,1,1,1,0,1,1,1,0,Chưa làm,0,1,0,1,1,0,1,0,1,Chưa làm,0,1,1,0,Chưa làm,1,0,1,1,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có
21549,Nhóm 2 - kíp 4,15,42,35.71,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,0,1,0,0,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
21550,Nhóm 2 - kíp 4,15,42,35.71,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,2,Chưa làm,Chưa làm,0,Chưa làm,0,Chưa làm,1,0,1,Chưa làm,0,1,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21552,Nhóm 2 - kíp 4,27,42,64.29,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,0,1,0,1,0,1,0,Chưa làm,1,0,1,0,1,1,1,1,Chưa làm,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21553,Nhóm 2 - kíp 4,17,42,40.48,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,2,0,0,0,1,0,0,0,Chưa làm,1,0,0,1,Chưa làm,Chưa làm,Chưa làm,1,1,0,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
21554,Nhóm 2 - kíp 4,16,42,38.1,0,0,0,0,0,0,Chưa làm,1,Chưa làm,1,0,1,1,1,1,1,0,Chưa làm,Chưa làm,1,0,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,1,Chưa làm,1,1,1,0,0,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
21555,Nhóm 2 - kíp 4,13,42,30.95,0,0,0,0,0,0,0,1,Chưa làm,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21556,Nhóm 2 - kíp 4,18,42,42.86,0,0,0,0,0,0,0,1,0,Chưa làm,1,1,1,1,1,1,1,2,0,1,0,1,Chưa làm,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,1,Chưa làm,1,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
21557,Nhóm 2 - kíp 4,20,42,47.62,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,Chưa làm,1,Chưa làm,1,0,0,1,Chưa làm,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21558,Nhóm 2 - kíp 4,18,42,42.86,0,1,0,0,0,0,1,1,0,1,Chưa làm,Chưa làm,1,1,1,1,1,0,0,1,0,1,1,Chưa làm,0,Chưa làm,0,Chưa làm,0,0,1,0,1,0,0,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21559,Nhóm 2 - kíp 4,14,42,33.33,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,2,0,0,0,Chưa làm,0,Chưa làm,1,0,0,Chưa làm,0,Chưa làm,0,1,0,0,0,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có
21560,Nhóm 2 - kíp 4,17,42,40.48,0,1,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,0,1,1,1,1,1,0,1,1,Chưa làm,0,1,0,Chưa làm,Chưa làm,0,0,Chưa làm,0,Chưa làm,0,1,1,Chưa làm,1,0,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có
21561,Nhóm 2 - kíp 4,21,42,50,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21562,Nhóm 2 - kíp 4,18,42,42.86,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có
21563,Nhóm 2 - kíp 4,23,42,54.76,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,Chưa làm,1,0,1,1,0,0,Chưa làm,1,0,1,1,1,1,1,1,Chưa làm,1,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có
21564,Nhóm 2 - kíp 4,26,42,61.9,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,2,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có
21565,Nhóm 2 - kíp 4,21,42,50,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,2,Chưa làm,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
21566,Nhóm 2 - kíp 4,25,42,59.52,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21567,Nhóm 2 - kíp 4,17,42,40.48,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21568,Nhóm 2 - kíp 4,26,42,61.9,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
21569,Nhóm 2 - kíp 4,14,42,33.33,0,Chưa làm,0,0,0,0,1,0,1,1,0,1,1,Chưa làm,0,Chưa làm,0,Chưa làm,Chưa làm,1,0,0,1,1,0,0,0,Chưa làm,0,1,1,0,1,Chưa làm,0,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0
21570,Nhóm 2 - kíp 4,19,42,45.24,0,Chưa làm,0,0,1,Chưa làm,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có
21571,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có
21572,Nhóm 2 - kíp 4,24,42,57.14,0,Chưa làm,1,0,Chưa làm,1,Chưa làm,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,Chưa làm,0,1,1,1,1,1,1,1,1,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21573,Nhóm 2 - kíp 4,11,42,26.19,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Chưa làm,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
21574,Nhóm 2 - kíp 4,15,42,35.71,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,Chưa làm,0,0,Chưa làm,0,Chưa làm,1,0,0,Chưa làm,Chưa làm,1,1,0,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,0,Không có,Không có
21575,Nhóm 2 - kíp 4,22,42,52.38,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,2,0,1,0,Chưa làm,1,1,1,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,1,1,Chưa làm,0,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có
21576,Nhóm 2 - kíp 4,23,42,54.76,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có
21577,Nhóm 2 - kíp 4,22,42,52.38,0,0,Chưa làm,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2,0,1,0,1,1,1,1,Chưa làm,0,Chưa làm,1,1,0,1,1,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có
21578,Nhóm 2 - kíp 4,20,42,47.62,0,Chưa làm,1,0,1,Chưa làm,Chưa làm,1,0,1,1,1,1,1,1,Chưa làm,1,Chưa làm,0,Chưa làm,Chưa làm,0,1,1,0,Chưa làm,0,Chưa làm,0,1,1,1,Chưa làm,1,1,1,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
21579,Nhóm 2 - kíp 4,24,42,57.14,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,Chưa làm,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21580,Nhóm 2 - kíp 4,26,42,61.9,0,0,0,0,1,0,0,1,Chưa làm,1,Chưa làm,1,1,1,1,1,1,2,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
21581,Nhóm 2 - kíp 4,21,42,50,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,Chưa làm,0,0,Chưa làm,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có
21582,Nhóm 2 - kíp 4,21,42,50,0,1,0,0,0,0,0,1,1,1,1,Chưa làm,1,1,1,0,1,0,Chưa làm,1,0,1,Chưa làm,1,1,0,0,Chưa làm,1,1,1,0,0,1,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có
21583,Nhóm 2 - kíp 4,24,42,57.14,0,0,0,0,0,1,0,1,1,1,Chưa làm,Chưa làm,0,0,1,1,1,2,2,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
21584,Nhóm 2 - kíp 4,32,42,76.19,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21585,Nhóm 2 - kíp 4,23,42,54.76,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có
21586,Nhóm 2 - kíp 4,24,42,57.14,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,1,Chưa làm,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,1,0,0,Chưa làm,1,0,0,1,1,0,1,0,0,0,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
21587,Nhóm 2 - kíp 4,24,42,57.14,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0
21588,Nhóm 2 - kíp 4,11,42,26.19,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,1,Chưa làm,Chưa làm,1,1,1,1,0,Chưa làm,Chưa làm,Chưa làm,0,0,Chưa làm,1,0,Chưa làm,0,0,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
21598,Nhóm 2 - kíp 4,11,42,26.19,0,Chưa làm,0,0,0,1,0,Chưa làm,0,0,Chưa làm,1,1,1,1,0,1,0,0,1,0,0,0,Chưa làm,0,0,0,0,0,1,Chưa làm,0,1,0,Chưa làm,Chưa làm,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có
21599,Nhóm 2 - kíp 4,13,42,30.95,0,1,0,0,0,0,Chưa làm,0,1,1,Chưa làm,1,0,0,0,0,0,Chưa làm,Chưa làm,0,0,Chưa làm,0,Chưa làm,1,0,Chưa làm,Chưa làm,0,1,1,0,1,0,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có
